"U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.1894,-0.028137,0,5.6669,-7.3532,0,5.6669,-7.3532,0,-1.0471,1,0.0353,0.12,0.0353,0
2.1986,-0.027537,0,5.6009,-7.3056,0,5.6009,-7.3056,0,-1.0454,1,0.03535,0.12,0.03535,0
2.2078,-0.026937,0,5.5348,-7.2579,0,5.5348,-7.2579,0,-1.0437,1,0.0354,0.12,0.0354,0
2.217,-0.026337,0,5.4688,-7.2103,0,5.4688,-7.2103,0,-1.042,1,0.03545,0.12,0.03545,0
2.2262,-0.025737,0,5.4027,-7.1626,0,5.4027,-7.1626,0,-1.0403,1,0.0355,0.12,0.0355,0
2.2354,-0.025137,0,5.3366,-7.115,0,5.3366,-7.115,0,-1.0386,1,0.03555,0.12,0.03555,0
2.2447,-0.024537,0,5.2706,-7.0674,0,5.2706,-7.0674,0,-1.0369,1,0.0356,0.12,0.0356,0
2.2539,-0.023937,0,5.2045,-7.0197,0,5.2045,-7.0197,0,-1.0352,1,0.03565,0.12,0.03565,0
2.2631,-0.023337,0,5.1384,-6.9721,0,5.1384,-6.9721,0,-1.0335,1,0.0357,0.12,0.0357,0
2.2723,-0.022737,0,5.0724,-6.9244,0,5.0724,-6.9244,0,-1.0318,1,0.03575,0.12,0.03575,0
2.2815,-0.022137,0,5.0063,-6.8768,0,5.0063,-6.8768,0,-1.0301,1,0.0358,0.12,0.0358,0
2.2907,-0.021537,0,4.9403,-6.8292,0,4.9403,-6.8292,0,-1.0283,1,0.03585,0.12,0.03585,0
2.2999,-0.020937,0,4.8742,-6.7815,0,4.8742,-6.7815,0,-1.0266,1,0.0359,0.12,0.0359,0
2.3091,-0.020337,0,4.8081,-6.7339,0,4.8081,-6.7339,0,-1.0249,1,0.03595,0.12,0.03595,0
2.3183,-0.019737,0,4.7421,-6.6862,0,4.7421,-6.6862,0,-1.0232,1,0.036,0.12,0.036,0
2.3209,-0.019448,0,4.6844,-6.6209,0,4.6844,-6.6209,0,-1.0214,1,0.03605,0.12,0.03605,0
2.3235,-0.019159,0,4.6267,-6.5556,0,4.6267,-6.5556,0,-1.0195,1,0.0361,0.12,0.0361,0
2.3261,-0.01887,0,4.5691,-6.4903,0,4.5691,-6.4903,0,-1.0176,1,0.03615,0.12,0.03615,0
2.3287,-0.018581,0,4.5114,-6.425,0,4.5114,-6.425,0,-1.0158,1,0.0362,0.12,0.0362,0
2.3313,-0.018292,0,4.4537,-6.3597,0,4.4537,-6.3597,0,-1.0139,1,0.03625,0.12,0.03625,0
2.3339,-0.018003,0,4.3961,-6.2944,0,4.3961,-6.2944,0,-1.0121,1,0.0363,0.12,0.0363,0
2.3365,-0.017713,0,4.3384,-6.2291,0,4.3384,-6.2291,0,-1.0102,1,0.03635,0.12,0.03635,0
2.339,-0.017424,0,4.2807,-6.1638,0,4.2807,-6.1638,0,-1.0083,1,0.0364,0.12,0.0364,0
2.3416,-0.017135,0,4.223,-6.0985,0,4.223,-6.0985,0,-1.0065,1,0.03645,0.12,0.03645,0
2.3442,-0.016846,0,4.1654,-6.0332,0,4.1654,-6.0332,0,-1.0046,1,0.0365,0.12,0.0365,0
2.3468,-0.016557,0,4.1077,-5.9679,0,4.1077,-5.9679,0,-1.0028,1,0.03655,0.12,0.03655,0
2.3494,-0.016268,0,4.05,-5.9026,0,4.05,-5.9026,0,-1.0009,1,0.0366,0.12,0.0366,0
2.352,-0.015979,0,3.9924,-5.8373,0,3.9924,-5.8373,0,-0.99903,1,0.03665,0.12,0.03665,0
2.3546,-0.01569,0,3.9347,-5.772,0,3.9347,-5.772,0,-0.99717,1,0.0367,0.12,0.0367,0
2.3572,-0.015401,0,3.877,-5.7067,0,3.877,-5.7067,0,-0.99531,1,0.03675,0.12,0.03675,0
2.3598,-0.015112,0,3.8193,-5.6414,0,3.8193,-5.6414,0,-0.99344,1,0.0368,0.12,0.0368,0
2.3624,-0.014823,0,3.7617,-5.5761,0,3.7617,-5.5761,0,-0.99158,1,0.03685,0.12,0.03685,0
2.3649,-0.014534,0,3.704,-5.5108,0,3.704,-5.5108,0,-0.98972,1,0.0369,0.12,0.0369,0
2.3675,-0.014245,0,3.6463,-5.4454,0,3.6463,-5.4454,0,-0.98786,1,0.03695,0.12,0.03695,0
2.3701,-0.013956,0,3.5887,-5.3801,0,3.5887,-5.3801,0,-0.986,1,0.037,0.12,0.037,0
2.3702,-0.013726,0,3.5554,-5.327,0,3.5554,-5.327,0,-0.98417,1,0.03705,0.12,0.03705,0
2.3703,-0.013495,0,3.5221,-5.2738,0,3.5221,-5.2738,0,-0.98235,1,0.0371,0.12,0.0371,0
2.3703,-0.013264,0,3.4888,-5.2207,0,3.4888,-5.2207,0,-0.98052,1,0.03715,0.12,0.03715,0
2.3704,-0.013034,0,3.4556,-5.1675,0,3.4556,-5.1675,0,-0.9787,1,0.0372,0.12,0.0372,0
2.3705,-0.012803,0,3.4223,-5.1143,0,3.4223,-5.1143,0,-0.97687,1,0.03725,0.12,0.03725,0
2.3705,-0.012573,0,3.389,-5.0612,0,3.389,-5.0612,0,-0.97505,1,0.0373,0.12,0.0373,0
2.3706,-0.012342,0,3.3557,-5.008,0,3.3557,-5.008,0,-0.97322,1,0.03735,0.12,0.03735,0
2.3707,-0.012111,0,3.3225,-4.9548,0,3.3225,-4.9548,0,-0.9714,1,0.0374,0.12,0.0374,0
2.3708,-0.011881,0,3.2892,-4.9017,0,3.2892,-4.9017,0,-0.96957,1,0.03745,0.12,0.03745,0
2.3708,-0.01165,0,3.2559,-4.8485,0,3.2559,-4.8485,0,-0.96775,1,0.0375,0.12,0.0375,0
2.3709,-0.01142,0,3.2226,-4.7954,0,3.2226,-4.7954,0,-0.96592,1,0.03755,0.12,0.03755,0
2.371,-0.011189,0,3.1893,-4.7422,0,3.1893,-4.7422,0,-0.9641,1,0.0376,0.12,0.0376,0
2.3711,-0.010959,0,3.1561,-4.689,0,3.1561,-4.689,0,-0.96227,1,0.03765,0.12,0.03765,0
2.3711,-0.010728,0,3.1228,-4.6359,0,3.1228,-4.6359,0,-0.96045,1,0.0377,0.12,0.0377,0
2.3712,-0.010497,0,3.0895,-4.5827,0,3.0895,-4.5827,0,-0.95862,1,0.03775,0.12,0.03775,0
2.3713,-0.010267,0,3.0562,-4.5296,0,3.0562,-4.5296,0,-0.9568,1,0.0378,0.12,0.0378,0
2.3713,-0.010036,0,3.023,-4.4764,0,3.023,-4.4764,0,-0.95497,1,0.03785,0.12,0.03785,0
2.3714,-0.0098057,0,2.9897,-4.4232,0,2.9897,-4.4232,0,-0.95315,1,0.0379,0.12,0.0379,0
2.3715,-0.0095751,0,2.9564,-4.3701,0,2.9564,-4.3701,0,-0.95132,1,0.03795,0.12,0.03795,0
2.3716,-0.0093445,0,2.9231,-4.3169,0,2.9231,-4.3169,0,-0.94949,1,0.038,0.12,0.038,0
2.3708,-0.0092403,0,2.8878,-4.2692,0,2.8878,-4.2692,0,-0.94771,1,0.03805,0.12,0.03805,0
2.3701,-0.0091361,0,2.8525,-4.2214,0,2.8525,-4.2214,0,-0.94593,1,0.0381,0.12,0.0381,0
2.3693,-0.0090319,0,2.8172,-4.1737,0,2.8172,-4.1737,0,-0.94415,1,0.03815,0.12,0.03815,0
2.3686,-0.0089277,0,2.7819,-4.1259,0,2.7819,-4.1259,0,-0.94237,1,0.0382,0.12,0.0382,0
2.3679,-0.0088235,0,2.7466,-4.0782,0,2.7466,-4.0782,0,-0.94059,1,0.03825,0.12,0.03825,0
2.3671,-0.0087193,0,2.7113,-4.0305,0,2.7113,-4.0305,0,-0.93881,1,0.0383,0.12,0.0383,0
2.3664,-0.0086152,0,2.676,-3.9827,0,2.676,-3.9827,0,-0.93703,1,0.03835,0.12,0.03835,0
2.3656,-0.008511,0,2.6406,-3.935,0,2.6406,-3.935,0,-0.93525,1,0.0384,0.12,0.0384,0
2.3649,-0.0084068,0,2.6053,-3.8873,0,2.6053,-3.8873,0,-0.93346,1,0.03845,0.12,0.03845,0
2.3642,-0.0083026,0,2.57,-3.8395,0,2.57,-3.8395,0,-0.93168,1,0.0385,0.12,0.0385,0
2.3634,-0.0081984,0,2.5347,-3.7918,0,2.5347,-3.7918,0,-0.9299,1,0.03855,0.12,0.03855,0
2.3627,-0.0080942,0,2.4994,-3.744,0,2.4994,-3.744,0,-0.92812,1,0.0386,0.12,0.0386,0
2.3619,-0.00799,0,2.4641,-3.6963,0,2.4641,-3.6963,0,-0.92634,1,0.03865,0.12,0.03865,0
2.3612,-0.0078858,0,2.4288,-3.6486,0,2.4288,-3.6486,0,-0.92456,1,0.0387,0.12,0.0387,0
2.3605,-0.0077816,0,2.3935,-3.6008,0,2.3935,-3.6008,0,-0.92278,1,0.03875,0.12,0.03875,0
2.3597,-0.0076774,0,2.3581,-3.5531,0,2.3581,-3.5531,0,-0.921,1,0.0388,0.12,0.0388,0
2.359,-0.0075732,0,2.3228,-3.5053,0,2.3228,-3.5053,0,-0.91921,1,0.03885,0.12,0.03885,0
2.3582,-0.007469,0,2.2875,-3.4576,0,2.2875,-3.4576,0,-0.91743,1,0.0389,0.12,0.0389,0
2.3575,-0.0073648,0,2.2522,-3.4099,0,2.2522,-3.4099,0,-0.91565,1,0.03895,0.12,0.03895,0
2.3568,-0.0072607,0,2.2169,-3.3621,0,2.2169,-3.3621,0,-0.91387,1,0.039,0.12,0.039,0
2.356,-0.0072339,0,2.1926,-3.3265,0,2.1926,-3.3265,0,-0.91218,1,0.03905,0.12,0.03905,0
2.3553,-0.0072072,0,2.1684,-3.2909,0,2.1684,-3.2909,0,-0.91048,1,0.0391,0.12,0.0391,0
2.3545,-0.0071804,0,2.1441,-3.2553,0,2.1441,-3.2553,0,-0.90879,1,0.03915,0.12,0.03915,0
2.3538,-0.0071537,0,2.1198,-3.2197,0,2.1198,-3.2197,0,-0.90709,1,0.0392,0.12,0.0392,0
2.353,-0.007127,0,2.0956,-3.1841,0,2.0956,-3.1841,0,-0.90539,1,0.03925,0.12,0.03925,0
2.3523,-0.0071002,0,2.0713,-3.1484,0,2.0713,-3.1484,0,-0.9037,1,0.0393,0.12,0.0393,0
2.3515,-0.0070735,0,2.047,-3.1128,0,2.047,-3.1128,0,-0.902,1,0.03935,0.12,0.03935,0
2.3508,-0.0070468,0,2.0228,-3.0772,0,2.0228,-3.0772,0,-0.90031,1,0.0394,0.12,0.0394,0
2.35,-0.00702,0,1.9985,-3.0416,0,1.9985,-3.0416,0,-0.89861,1,0.03945,0.12,0.03945,0
2.3493,-0.0069933,0,1.9742,-3.006,0,1.9742,-3.006,0,-0.89692,1,0.0395,0.12,0.0395,0
2.3485,-0.0069666,0,1.95,-2.9704,0,1.95,-2.9704,0,-0.89522,1,0.03955,0.12,0.03955,0
2.3478,-0.0069398,0,1.9257,-2.9348,0,1.9257,-2.9348,0,-0.89353,1,0.0396,0.12,0.0396,0
2.347,-0.0069131,0,1.9014,-2.8991,0,1.9014,-2.8991,0,-0.89183,1,0.03965,0.12,0.03965,0
2.3463,-0.0068863,0,1.8771,-2.8635,0,1.8771,-2.8635,0,-0.89014,1,0.0397,0.12,0.0397,0
2.3455,-0.0068596,0,1.8529,-2.8279,0,1.8529,-2.8279,0,-0.88844,1,0.03975,0.12,0.03975,0
2.3448,-0.0068329,0,1.8286,-2.7923,0,1.8286,-2.7923,0,-0.88675,1,0.0398,0.12,0.0398,0
2.3441,-0.0068061,0,1.8043,-2.7567,0,1.8043,-2.7567,0,-0.88505,1,0.03985,0.12,0.03985,0
2.3433,-0.0067794,0,1.7801,-2.7211,0,1.7801,-2.7211,0,-0.88336,1,0.0399,0.12,0.0399,0
2.3426,-0.0067527,0,1.7558,-2.6855,0,1.7558,-2.6855,0,-0.88166,1,0.03995,0.12,0.03995,0
2.3418,-0.0067259,0,1.7315,-2.6499,0,1.7315,-2.6499,0,-0.87997,1,0.04,0.12,0.04,0
2.3412,-0.0067555,0,1.715,-2.6227,0,1.715,-2.6227,0,-0.87836,1,0.04005,0.12,0.04005,0
2.3406,-0.006785,0,1.6984,-2.5956,0,1.6984,-2.5956,0,-0.87676,1,0.0401,0.12,0.0401,0
2.34,-0.0068146,0,1.6819,-2.5685,0,1.6819,-2.5685,0,-0.87516,1,0.04015,0.12,0.04015,0
2.3394,-0.0068442,0,1.6653,-2.5414,0,1.6653,-2.5414,0,-0.87356,1,0.0402,0.12,0.0402,0
2.3388,-0.0068737,0,1.6487,-2.5143,0,1.6487,-2.5143,0,-0.87196,1,0.04025,0.12,0.04025,0
2.3382,-0.0069033,0,1.6322,-2.4872,0,1.6322,-2.4872,0,-0.87036,1,0.0403,0.12,0.0403,0
2.3376,-0.0069328,0,1.6156,-2.4601,0,1.6156,-2.4601,0,-0.86876,1,0.04035,0.12,0.04035,0
2.337,-0.0069624,0,1.5991,-2.433,0,1.5991,-2.433,0,-0.86716,1,0.0404,0.12,0.0404,0
2.3364,-0.0069919,0,1.5825,-2.4059,0,1.5825,-2.4059,0,-0.86556,1,0.04045,0.12,0.04045,0
2.3358,-0.0070215,0,1.5659,-2.3788,0,1.5659,-2.3788,0,-0.86396,1,0.0405,0.12,0.0405,0
2.3352,-0.007051,0,1.5494,-2.3517,0,1.5494,-2.3517,0,-0.86236,1,0.04055,0.12,0.04055,0
2.3346,-0.0070806,0,1.5328,-2.3246,0,1.5328,-2.3246,0,-0.86076,1,0.0406,0.12,0.0406,0
2.334,-0.0071101,0,1.5163,-2.2974,0,1.5163,-2.2974,0,-0.85916,1,0.04065,0.12,0.04065,0
2.3334,-0.0071397,0,1.4997,-2.2703,0,1.4997,-2.2703,0,-0.85756,1,0.0407,0.12,0.0407,0
2.3328,-0.0071693,0,1.4831,-2.2432,0,1.4831,-2.2432,0,-0.85596,1,0.04075,0.12,0.04075,0
2.3322,-0.0071988,0,1.4666,-2.2161,0,1.4666,-2.2161,0,-0.85436,1,0.0408,0.12,0.0408,0
2.3316,-0.0072284,0,1.45,-2.189,0,1.45,-2.189,0,-0.85276,1,0.04085,0.12,0.04085,0
2.331,-0.0072579,0,1.4335,-2.1619,0,1.4335,-2.1619,0,-0.85115,1,0.0409,0.12,0.0409,0
2.3304,-0.0072875,0,1.4169,-2.1348,0,1.4169,-2.1348,0,-0.84955,1,0.04095,0.12,0.04095,0
2.3298,-0.007317,0,1.4004,-2.1077,0,1.4004,-2.1077,0,-0.84795,1,0.041,0.12,0.041,0
2.3293,-0.0073953,0,1.3885,-2.0853,0,1.3885,-2.0853,0,-0.84646,1,0.04105,0.12,0.04105,0
2.3287,-0.0074736,0,1.3766,-2.063,0,1.3766,-2.063,0,-0.84496,1,0.0411,0.12,0.0411,0
2.3282,-0.0075519,0,1.3647,-2.0407,0,1.3647,-2.0407,0,-0.84347,1,0.04115,0.12,0.04115,0
2.3277,-0.0076302,0,1.3529,-2.0183,0,1.3529,-2.0183,0,-0.84198,1,0.0412,0.12,0.0412,0
2.3271,-0.0077084,0,1.341,-1.996,0,1.341,-1.996,0,-0.84048,1,0.04125,0.12,0.04125,0
2.3266,-0.0077867,0,1.3291,-1.9736,0,1.3291,-1.9736,0,-0.83899,1,0.0413,0.12,0.0413,0
2.3261,-0.007865,0,1.3173,-1.9513,0,1.3173,-1.9513,0,-0.83749,1,0.04135,0.12,0.04135,0
2.3255,-0.0079433,0,1.3054,-1.9289,0,1.3054,-1.9289,0,-0.836,1,0.0414,0.12,0.0414,0
2.325,-0.0080216,0,1.2935,-1.9066,0,1.2935,-1.9066,0,-0.8345,1,0.04145,0.12,0.04145,0
2.3245,-0.0080999,0,1.2816,-1.8843,0,1.2816,-1.8843,0,-0.83301,1,0.0415,0.12,0.0415,0
2.3239,-0.0081781,0,1.2698,-1.8619,0,1.2698,-1.8619,0,-0.83152,1,0.04155,0.12,0.04155,0
2.3234,-0.0082564,0,1.2579,-1.8396,0,1.2579,-1.8396,0,-0.83002,1,0.0416,0.12,0.0416,0
2.3229,-0.0083347,0,1.246,-1.8172,0,1.246,-1.8172,0,-0.82853,1,0.04165,0.12,0.04165,0
2.3223,-0.008413,0,1.2342,-1.7949,0,1.2342,-1.7949,0,-0.82703,1,0.0417,0.12,0.0417,0
2.3218,-0.0084913,0,1.2223,-1.7725,0,1.2223,-1.7725,0,-0.82554,1,0.04175,0.12,0.04175,0
2.3212,-0.0085696,0,1.2104,-1.7502,0,1.2104,-1.7502,0,-0.82404,1,0.0418,0.12,0.0418,0
2.3207,-0.0086478,0,1.1985,-1.7279,0,1.1985,-1.7279,0,-0.82255,1,0.04185,0.12,0.04185,0
2.3202,-0.0087261,0,1.1867,-1.7055,0,1.1867,-1.7055,0,-0.82106,1,0.0419,0.12,0.0419,0
2.3196,-0.0088044,0,1.1748,-1.6832,0,1.1748,-1.6832,0,-0.81956,1,0.04195,0.12,0.04195,0
2.3191,-0.0088827,0,1.1629,-1.6608,0,1.1629,-1.6608,0,-0.81807,1,0.042,0.12,0.042,0
2.3186,-0.008994,0,1.1545,-1.6431,0,1.1545,-1.6431,0,-0.81669,1,0.04205,0.12,0.04205,0
2.3182,-0.0091054,0,1.146,-1.6254,0,1.146,-1.6254,0,-0.81531,1,0.0421,0.12,0.0421,0
2.3177,-0.0092168,0,1.1376,-1.6076,0,1.1376,-1.6076,0,-0.81394,1,0.04215,0.12,0.04215,0
2.3172,-0.0093281,0,1.1292,-1.5899,0,1.1292,-1.5899,0,-0.81256,1,0.0422,0.12,0.0422,0
2.3167,-0.0094395,0,1.1207,-1.5722,0,1.1207,-1.5722,0,-0.81118,1,0.04225,0.12,0.04225,0
2.3162,-0.0095508,0,1.1123,-1.5544,0,1.1123,-1.5544,0,-0.80981,1,0.0423,0.12,0.0423,0
2.3158,-0.0096622,0,1.1038,-1.5367,0,1.1038,-1.5367,0,-0.80843,1,0.04235,0.12,0.04235,0
2.3153,-0.0097735,0,1.0954,-1.519,0,1.0954,-1.519,0,-0.80705,1,0.0424,0.12,0.0424,0
2.3148,-0.0098849,0,1.0869,-1.5012,0,1.0869,-1.5012,0,-0.80568,1,0.04245,0.12,0.04245,0
2.3143,-0.0099963,0,1.0785,-1.4835,0,1.0785,-1.4835,0,-0.8043,1,0.0425,0.12,0.0425,0
2.3138,-0.010108,0,1.07,-1.4658,0,1.07,-1.4658,0,-0.80292,1,0.04255,0.12,0.04255,0
2.3134,-0.010219,0,1.0616,-1.448,0,1.0616,-1.448,0,-0.80155,1,0.0426,0.12,0.0426,0
2.3129,-0.01033,0,1.0532,-1.4303,0,1.0532,-1.4303,0,-0.80017,1,0.04265,0.12,0.04265,0
2.3124,-0.010442,0,1.0447,-1.4126,0,1.0447,-1.4126,0,-0.79879,1,0.0427,0.12,0.0427,0
2.3119,-0.010553,0,1.0363,-1.3948,0,1.0363,-1.3948,0,-0.79742,1,0.04275,0.12,0.04275,0
2.3115,-0.010664,0,1.0278,-1.3771,0,1.0278,-1.3771,0,-0.79604,1,0.0428,0.12,0.0428,0
2.311,-0.010776,0,1.0194,-1.3594,0,1.0194,-1.3594,0,-0.79466,1,0.04285,0.12,0.04285,0
2.3105,-0.010887,0,1.0109,-1.3416,0,1.0109,-1.3416,0,-0.79329,1,0.0429,0.12,0.0429,0
2.31,-0.010998,0,1.0025,-1.3239,0,1.0025,-1.3239,0,-0.79191,1,0.04295,0.12,0.04295,0
2.3095,-0.01111,0,0.99405,-1.3062,0,0.99405,-1.3062,0,-0.79053,1,0.043,0.12,0.043,0
2.3091,-0.011248,0,0.98828,-1.2922,0,0.98828,-1.2922,0,-0.78928,1,0.04305,0.12,0.04305,0
2.3087,-0.011385,0,0.98252,-1.2783,0,0.98252,-1.2783,0,-0.78803,1,0.0431,0.12,0.0431,0
2.3083,-0.011523,0,0.97675,-1.2644,0,0.97675,-1.2644,0,-0.78677,1,0.04315,0.12,0.04315,0
2.3079,-0.011661,0,0.97098,-1.2505,0,0.97098,-1.2505,0,-0.78552,1,0.0432,0.12,0.0432,0
2.3075,-0.011799,0,0.96521,-1.2365,0,0.96521,-1.2365,0,-0.78427,1,0.04325,0.12,0.04325,0
2.3071,-0.011937,0,0.95945,-1.2226,0,0.95945,-1.2226,0,-0.78301,1,0.0433,0.12,0.0433,0
2.3067,-0.012075,0,0.95368,-1.2087,0,0.95368,-1.2087,0,-0.78176,1,0.04335,0.12,0.04335,0
2.3063,-0.012212,0,0.94791,-1.1948,0,0.94791,-1.1948,0,-0.78051,1,0.0434,0.12,0.0434,0
2.3058,-0.01235,0,0.94214,-1.1808,0,0.94214,-1.1808,0,-0.77925,1,0.04345,0.12,0.04345,0
2.3054,-0.012488,0,0.93638,-1.1669,0,0.93638,-1.1669,0,-0.778,1,0.0435,0.12,0.0435,0
2.305,-0.012626,0,0.93061,-1.153,0,0.93061,-1.153,0,-0.77675,1,0.04355,0.12,0.04355,0
2.3046,-0.012764,0,0.92484,-1.1391,0,0.92484,-1.1391,0,-0.7755,1,0.0436,0.12,0.0436,0
2.3042,-0.012901,0,0.91907,-1.1251,0,0.91907,-1.1251,0,-0.77424,1,0.04365,0.12,0.04365,0
2.3038,-0.013039,0,0.9133,-1.1112,0,0.9133,-1.1112,0,-0.77299,1,0.0437,0.12,0.0437,0
2.3034,-0.013177,0,0.90754,-1.0973,0,0.90754,-1.0973,0,-0.77174,1,0.04375,0.12,0.04375,0
2.303,-0.013315,0,0.90177,-1.0834,0,0.90177,-1.0834,0,-0.77048,1,0.0438,0.12,0.0438,0
2.3026,-0.013453,0,0.896,-1.0694,0,0.896,-1.0694,0,-0.76923,1,0.04385,0.12,0.04385,0
2.3021,-0.01359,0,0.89023,-1.0555,0,0.89023,-1.0555,0,-0.76798,1,0.0439,0.12,0.0439,0
2.3017,-0.013728,0,0.88447,-1.0416,0,0.88447,-1.0416,0,-0.76672,1,0.04395,0.12,0.04395,0
2.3013,-0.013866,0,0.8787,-1.0277,0,0.8787,-1.0277,0,-0.76547,1,0.044,0.12,0.044,0
2.301,-0.014025,0,0.87478,-1.0165,0,0.87478,-1.0165,0,-0.76435,1,0.04405,0.12,0.04405,0
2.3006,-0.014184,0,0.87085,-1.0053,0,0.87085,-1.0053,0,-0.76323,1,0.0441,0.12,0.0441,0
2.3003,-0.014343,0,0.86693,-0.9941,0,0.86693,-0.9941,0,-0.76211,1,0.04415,0.12,0.04415,0
2.3,-0.014502,0,0.86301,-0.98292,0,0.86301,-0.98292,0,-0.76099,1,0.0442,0.12,0.0442,0
2.2996,-0.014662,0,0.85909,-0.97173,0,0.85909,-0.97173,0,-0.75987,1,0.04425,0.12,0.04425,0
2.2993,-0.014821,0,0.85516,-0.96055,0,0.85516,-0.96055,0,-0.75875,1,0.0443,0.12,0.0443,0
2.2989,-0.01498,0,0.85124,-0.94937,0,0.85124,-0.94937,0,-0.75762,1,0.04435,0.12,0.04435,0
2.2986,-0.015139,0,0.84732,-0.93818,0,0.84732,-0.93818,0,-0.7565,1,0.0444,0.12,0.0444,0
2.2982,-0.015298,0,0.84339,-0.927,0,0.84339,-0.927,0,-0.75538,1,0.04445,0.12,0.04445,0
2.2979,-0.015457,0,0.83947,-0.91581,0,0.83947,-0.91581,0,-0.75426,1,0.0445,0.12,0.0445,0
2.2976,-0.015616,0,0.83555,-0.90463,0,0.83555,-0.90463,0,-0.75314,1,0.04455,0.12,0.04455,0
2.2972,-0.015775,0,0.83163,-0.89344,0,0.83163,-0.89344,0,-0.75202,1,0.0446,0.12,0.0446,0
2.2969,-0.015934,0,0.8277,-0.88226,0,0.8277,-0.88226,0,-0.7509,1,0.04465,0.12,0.04465,0
2.2965,-0.016093,0,0.82378,-0.87108,0,0.82378,-0.87108,0,-0.74978,1,0.0447,0.12,0.0447,0
2.2962,-0.016253,0,0.81986,-0.85989,0,0.81986,-0.85989,0,-0.74866,1,0.04475,0.12,0.04475,0
2.2959,-0.016412,0,0.81593,-0.84871,0,0.81593,-0.84871,0,-0.74754,1,0.0448,0.12,0.0448,0
2.2955,-0.016571,0,0.81201,-0.83753,0,0.81201,-0.83753,0,-0.74642,1,0.04485,0.12,0.04485,0
2.2952,-0.01673,0,0.80809,-0.82634,0,0.80809,-0.82634,0,-0.7453,1,0.0449,0.12,0.0449,0
2.2948,-0.016889,0,0.80417,-0.81516,0,0.80417,-0.81516,0,-0.74417,1,0.04495,0.12,0.04495,0
2.2945,-0.017048,0,0.80024,-0.80397,0,0.80024,-0.80397,0,-0.74305,1,0.045,0.12,0.045,0
2.2941,-0.017207,0,0.79707,-0.79508,0,0.79707,-0.79508,0,-0.74206,1,0.04505,0.12,0.04505,0
2.2936,-0.017366,0,0.79391,-0.78618,0,0.79391,-0.78618,0,-0.74108,1,0.0451,0.12,0.0451,0
2.2932,-0.017524,0,0.79074,-0.77728,0,0.79074,-0.77728,0,-0.74009,1,0.04515,0.12,0.04515,0
2.2928,-0.017683,0,0.78757,-0.76839,0,0.78757,-0.76839,0,-0.7391,1,0.0452,0.12,0.0452,0
2.2924,-0.017842,0,0.7844,-0.75949,0,0.7844,-0.75949,0,-0.73811,1,0.04525,0.12,0.04525,0
2.2919,-0.018001,0,0.78123,-0.7506,0,0.78123,-0.7506,0,-0.73712,1,0.0453,0.12,0.0453,0
2.2915,-0.018159,0,0.77806,-0.7417,0,0.77806,-0.7417,0,-0.73613,1,0.04535,0.12,0.04535,0
2.2911,-0.018318,0,0.77489,-0.7328,0,0.77489,-0.7328,0,-0.73514,1,0.0454,0.12,0.0454,0
2.2907,-0.018477,0,0.77172,-0.72391,0,0.77172,-0.72391,0,-0.73415,1,0.04545,0.12,0.04545,0
2.2903,-0.018636,0,0.76855,-0.71501,0,0.76855,-0.71501,0,-0.73316,1,0.0455,0.12,0.0455,0
2.2898,-0.018794,0,0.76539,-0.70612,0,0.76539,-0.70612,0,-0.73217,1,0.04555,0.12,0.04555,0
2.2894,-0.018953,0,0.76222,-0.69722,0,0.76222,-0.69722,0,-0.73118,1,0.0456,0.12,0.0456,0
2.289,-0.019112,0,0.75905,-0.68832,0,0.75905,-0.68832,0,-0.73019,1,0.04565,0.12,0.04565,0
2.2886,-0.019271,0,0.75588,-0.67943,0,0.75588,-0.67943,0,-0.7292,1,0.0457,0.12,0.0457,0
2.2881,-0.019429,0,0.75271,-0.67053,0,0.75271,-0.67053,0,-0.72822,1,0.04575,0.12,0.04575,0
2.2877,-0.019588,0,0.74954,-0.66163,0,0.74954,-0.66163,0,-0.72723,1,0.0458,0.12,0.0458,0
2.2873,-0.019747,0,0.74637,-0.65274,0,0.74637,-0.65274,0,-0.72624,1,0.04585,0.12,0.04585,0
2.2869,-0.019906,0,0.7432,-0.64384,0,0.7432,-0.64384,0,-0.72525,1,0.0459,0.12,0.0459,0
2.2864,-0.020064,0,0.74004,-0.63495,0,0.74004,-0.63495,0,-0.72426,1,0.04595,0.12,0.04595,0
2.286,-0.020223,0,0.73687,-0.62605,0,0.73687,-0.62605,0,-0.72327,1,0.046,0.12,0.046,0
2.2846,-0.020382,0,0.73235,-0.61865,0,0.73235,-0.61865,0,-0.72243,1,0.04605,0.12,0.04605,0
2.2832,-0.020541,0,0.72783,-0.61126,0,0.72783,-0.61126,0,-0.7216,1,0.0461,0.12,0.0461,0
2.2818,-0.020701,0,0.72331,-0.60386,0,0.72331,-0.60386,0,-0.72076,1,0.04615,0.12,0.04615,0
2.2804,-0.02086,0,0.71879,-0.59646,0,0.71879,-0.59646,0,-0.71993,1,0.0462,0.12,0.0462,0
2.2789,-0.021019,0,0.71427,-0.58906,0,0.71427,-0.58906,0,-0.71909,1,0.04625,0.12,0.04625,0
