"Points:0","Points:1","Points:2","U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p"
0,0.0099999998,-0.0015,1.4776,0,0,0,0,0,0,0,0,2.0055599
0.00098039221,0.0099999998,-0.0015,1.4777775,0.0012501995,0,4.1327826e-06,-8.4927451e-05,0,4.1327826e-06,-8.4927451e-05,0,2.0053999
0.0019607844,0.0099999998,-0.0015,1.4781851,0.0024684998,0,1.0956132e-05,-0.000142663,0,1.0956132e-05,-0.000142663,0,2.0048251
0.0029411765,0.0099999998,-0.0015,1.4788976,0.0036193323,0,2.0506926e-05,-0.00018385425,0,2.0506926e-05,-0.00018385425,0,2.0037651
0.0039215689,0.0099999998,-0.0015,1.47987,0.00467565,0,3.3270026e-05,-0.000209248,0,3.3270026e-05,-0.000209248,0,2.0023074
0.004901961,0.0099999998,-0.0015,1.481055,0.0056261849,0,4.7358924e-05,-0.00021353675,0,4.7358924e-05,-0.00021353675,0,2.000545
0.0058823531,0.0099999998,-0.0015,1.4824125,0.0064716474,0,6.1384679e-05,-0.000197621,0,6.1384679e-05,-0.000197621,0,1.9985275
0.0068627452,0.0099999998,-0.0015,1.4839175,0.0072180624,0,7.4652751e-05,-0.00016417225,0,7.4652751e-05,-0.00016417225,0,1.996295
0.0078431377,0.0099999998,-0.0015,1.48555,0.0078728748,0,8.6046399e-05,-0.00011556445,0,8.6046399e-05,-0.00011556445,0,1.9938725
0.0088235298,0.0099999998,-0.0015,1.48729,0.0084443297,0,9.4419927e-05,-5.4354176e-05,0,9.4419927e-05,-5.4354176e-05,0,1.9912875
0.0098039219,0.0099999998,-0.0015,1.4891225,0.0089414995,0,9.9365978e-05,1.6341575e-05,0,9.9365978e-05,1.6341575e-05,0,1.98857
0.010784314,0.0099999998,-0.0015,1.49103,0.0093737422,0,0.00010050643,9.290305e-05,0,0.00010050643,9.290305e-05,0,1.9857349
0.011764706,0.0099999998,-0.0015,1.4930025,0.0097498819,0,9.7470853e-05,0.00017172575,0,9.7470853e-05,0.00017172575,0,1.9828
0.012745098,0.0099999998,-0.0015,1.4950325,0.010077722,0,9.0013928e-05,0.0002494205,0,9.0013928e-05,0.0002494205,0,1.9797775
0.01372549,0.0099999998,-0.0015,1.49711,0.010363988,0,7.8272555e-05,0.00032286724,0,7.8272555e-05,0.00032286724,0,1.9766774
0.014705882,0.0099999998,-0.0015,1.4992325,0.010614336,0,6.2913401e-05,0.00038945652,0,6.2913401e-05,0.00038945652,0,1.9735125
0.015686275,0.0099999998,-0.0015,1.501395,0.01083337,0,4.4285302e-05,0.00044694674,0,4.4285302e-05,0.00044694674,0,1.9702851
0.016666668,0.0099999998,-0.0015,1.50359,0.011024888,0,2.240896e-05,0.00049328653,0,2.240896e-05,0.00049328653,0,1.9670025
0.01764706,0.0099999998,-0.0015,1.5058125,0.011192103,0,-1.7977898e-06,0.00052694522,0,-1.7977898e-06,0.00052694522,0,1.9636725
0.018627452,0.0099999998,-0.0015,1.50806,0.011337575,0,-2.7267624e-05,0.00054710649,0,-2.7267624e-05,0.00054710649,0,1.9602976
0.019607844,0.0099999998,-0.0015,1.510335,0.011463325,0,-5.3132324e-05,0.000553625,0,-5.3132324e-05,0.000553625,0,1.9568851
0.020588236,0.0099999998,-0.0015,1.51263,0.011570975,0,-7.8130703e-05,0.00054718426,0,-7.8130703e-05,0.00054718426,0,1.9534376
0.021568628,0.0099999998,-0.0015,1.51494,0.011661675,0,-0.00010129173,0.00052920904,0,-0.00010129173,0.00052920904,0,1.9499575
0.02254902,0.0099999998,-0.0015,1.5172651,0.01173635,0,-0.00012213475,0.00050140452,0,-0.00012213475,0.00050140452,0,1.94645
0.023529412,0.0099999998,-0.0015,1.5196,0.01179565,0,-0.0001394765,0.00046579176,0,-0.0001394765,0.00046579176,0,1.94292
0.024509804,0.0099999998,-0.0015,1.521945,0.011839924,0,-0.00015202975,0.00042488324,0,-0.00015202975,0.00042488324,0,1.9393725
0.025490196,0.0099999998,-0.0015,1.5243,0.01186935,0,-0.00015934126,0.00038131099,0,-0.00015934126,0.00038131099,0,1.9358101
0.026470589,0.0099999998,-0.0015,1.5266575,0.011883975,0,-0.00016120376,0.00033745274,0,-0.00016120376,0.00033745274,0,1.9322325
0.027450981,0.0099999998,-0.0015,1.5290149,0.011883775,0,-0.000157167,0.00029569474,0,-0.000157167,0.00029569474,0,1.92865
0.028431373,0.0099999998,-0.0015,1.5313725,0.0118686,0,-0.00014508775,0.00025833424,0,-0.00014508775,0.00025833424,0,1.925065
