"Points:0","Points:1","Points:2","U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p"
0.061764706,0.011,-0.0015,1.5897875,0.003253065,0,-0.055601973,0.12754001,0,-0.055601973,0.12754001,0,1.9342775
0.062745102,0.011,-0.0015,1.5905725,0.0029051376,0,-0.06158755,0.1411465,0,-0.06158755,0.1411465,0,1.9330925
0.063725494,0.011,-0.0015,1.591275,0.0025266774,0,-0.068143122,0.1560975,0,-0.068143122,0.1560975,0,1.9320375
0.064705886,0.011,-0.0015,1.59189,0.0021117525,0,-0.075576372,0.17268124,0,-0.075576372,0.17268124,0,1.9311326
0.065686278,0.011,-0.0015,1.59241,0.0016532775,0,-0.083649747,0.19075225,0,-0.083649747,0.19075225,0,1.9303875
0.06666667,0.011,-0.0015,1.5928199,0.00114528,0,-0.092466198,0.21084175,0,-0.092466198,0.21084175,0,1.9298149
0.067647062,0.011,-0.0015,1.5931125,0.00057751726,0,-0.10240375,0.23342775,0,-0.10240375,0.23342775,0,1.92944
0.068627454,0.011,-0.0015,1.5932724,-6.3320505e-05,0,-0.1134113,0.25834975,0,-0.1134113,0.25834975,0,1.9292901
0.069607846,0.011,-0.0015,1.5932801,-0.00078969274,0,-0.12536626,0.28584623,0,-0.12536626,0.28584623,0,1.92939
0.070588239,0.011,-0.0015,1.5931175,-0.001617925,0,-0.138422,0.3161425,0,-0.138422,0.3161425,0,1.92977
0.071568631,0.011,-0.0015,1.5927625,-0.0025666226,0,-0.1530185,0.34964901,0,-0.1530185,0.34964901,0,1.93047
0.072549023,0.011,-0.0015,1.5921924,-0.0036575201,0,-0.16922826,0.38672799,0,-0.16922826,0.38672799,0,1.9315275
0.073529415,0.011,-0.0015,1.5913675,-0.0049167098,0,-0.187151,0.42773825,0,-0.187151,0.42773825,0,1.9329925
0.074509807,0.011,-0.0015,1.59025,-0.006375635,0,-0.206992,0.47308126,0,-0.206992,0.47308126,0,1.9349301
0.075490199,0.011,-0.0015,1.588805,-0.0080721797,0,-0.228983,0.52321649,0,-0.228983,0.52321649,0,1.9374075
0.076470591,0.011,-0.0015,1.5869775,-0.010052105,0,-0.25338376,0.57866877,0,-0.25338376,0.57866877,0,1.9405
0.077450983,0.011,-0.0015,1.584705,-0.012370912,0,-0.28048974,0.64002424,0,-0.28048974,0.64002424,0,1.9442999
0.078431375,0.011,-0.0015,1.5819175,-0.01509625,0,-0.31063151,0.70794326,0,-0.31063151,0.70794326,0,1.9489225
0.079411767,0.011,-0.0015,1.57853,-0.018311026,0,-0.34418702,0.78315872,0,-0.34418702,0.78315872,0,1.9544876
0.08039216,0.011,-0.0015,1.574445,-0.022117374,0,-0.38156575,0.86650097,0,-0.38156575,0.86650097,0,1.96114
0.081372552,0.011,-0.0015,1.56954,-0.0266419,0,-0.42319375,0.95891374,0,-0.42319375,0.95891374,0,1.9690549
0.082352944,0.011,-0.0015,1.563675,-0.032042149,0,-0.46955052,1.0614315,0,-0.46955052,1.0614315,0,1.9784275
0.083333336,0.011,-0.0015,1.55668,-0.038515374,0,-0.52118599,1.1752025,0,-0.52118599,1.1752025,0,1.98948
0.084313728,0.011,-0.0015,1.548355,-0.046310175,0,-0.57873499,1.3015,0,-0.57873499,1.3015,0,2.00247
0.08529412,0.011,-0.0015,1.5384625,-0.055741824,0,-0.64294803,1.4417474,0,-0.64294803,1.4417474,0,2.0176926
0.086274512,0.011,-0.0015,1.5267025,-0.067212902,0,-0.71466851,1.59761,0,-0.71466851,1.59761,0,2.0354724
0.087254904,0.011,-0.0015,1.512725,-0.081241325,0,-0.79477072,1.7710625,0,-0.79477072,1.7710625,0,2.056165
0.088235296,0.011,-0.0015,1.496105,-0.098498054,0,-0.88418996,1.9643625,0,-0.88418996,1.9643625,0,2.0801375
0.089215688,0.011,-0.0015,1.47632,-0.11985862,0,-0.98390996,2.1801624,0,-0.98390996,2.1801624,0,2.1077549
