"Points:0","Points:1","Points:2","U:0","U:1","U:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p"
0,0.0099999998,-0.0015,1.4776,0,0,0,0,0,0,0,0,2.3362551
0.00098039221,0.0099999998,-0.0015,1.4777775,0.0012502922,0,1.889944e-06,-5.3914948e-05,0,1.889944e-06,-5.3914948e-05,0,2.3360949
0.0019607844,0.0099999998,-0.0015,1.4781851,0.0024686775,0,6.3303623e-06,-0.00010395825,0,6.3303623e-06,-0.00010395825,0,2.33552
0.0029411765,0.0099999998,-0.0015,1.4788976,0.0036195901,0,1.5011125e-05,-0.00014197751,0,1.5011125e-05,-0.00014197751,0,2.33446
0.0039215689,0.0099999998,-0.0015,1.47987,0.00467599,0,2.5264775e-05,-0.00016424651,0,2.5264775e-05,-0.00016424651,0,2.3329999
0.004901961,0.0099999998,-0.0015,1.481055,0.0056266151,0,3.5919202e-05,-0.00017272975,0,3.5919202e-05,-0.00017272975,0,2.3312376
0.0058823531,0.0099999998,-0.0015,1.4824125,0.0064721778,0,4.7155474e-05,-0.00016941951,0,4.7155474e-05,-0.00016941951,0,2.3292251
0.0068627452,0.0099999998,-0.0015,1.4839175,0.0072187027,0,5.8318325e-05,-0.00015498974,0,5.8318325e-05,-0.00015498974,0,2.3269949
0.0078431377,0.0099999998,-0.0015,1.48555,0.0078736451,0,6.8646972e-05,-0.000130386,0,6.8646972e-05,-0.000130386,0,2.3245726
0.0088235298,0.0099999998,-0.0015,1.48729,0.0084452527,0,7.7591103e-05,-9.7124001e-05,0,7.7591103e-05,-9.7124001e-05,0,2.3219876
0.0098039219,0.0099999998,-0.0015,1.4891225,0.0089426097,0,8.4394575e-05,-5.7052301e-05,0,8.4394575e-05,-5.7052301e-05,0,2.3192701
0.010784314,0.0099999998,-0.0015,1.49103,0.0093750674,0,8.85314e-05,-1.2836005e-05,0,8.85314e-05,-1.2836005e-05,0,2.3164325
0.011764706,0.0099999998,-0.0015,1.4930025,0.0097514596,0,9.0531074e-05,3.2780619e-05,0,9.0531074e-05,3.2780619e-05,0,2.3134975
0.012745098,0.0099999998,-0.0015,1.4950325,0.010079595,0,9.0693473e-05,7.7513672e-05,0,9.0693473e-05,7.7513672e-05,0,2.3104775
0.01372549,0.0099999998,-0.0015,1.49711,0.010366175,0,8.8275876e-05,0.0001187236,0,8.8275876e-05,0.0001187236,0,2.3073773
0.014705882,0.0099999998,-0.0015,1.4992325,0.010616856,0,8.3248e-05,0.0001541105,0,8.3248e-05,0.0001541105,0,2.3042126
0.015686275,0.0099999998,-0.0015,1.501395,0.010836293,0,7.6618802e-05,0.00018153951,0,7.6618802e-05,0.00018153951,0,2.3009849
0.016666668,0.0099999998,-0.0015,1.50359,0.011028282,0,6.9328598e-05,0.00019965801,0,6.9328598e-05,0.00019965801,0,2.2977049
0.01764706,0.0099999998,-0.0015,1.5058125,0.01119597,0,6.1414175e-05,0.00020788175,0,6.1414175e-05,0.00020788175,0,2.2943773
0.018627452,0.0099999998,-0.0015,1.50806,0.011341925,0,5.2826326e-05,0.000205656,0,5.2826326e-05,0.000205656,0,2.2910025
0.019607844,0.0099999998,-0.0015,1.5103325,0.011468225,0,4.4965302e-05,0.00019278526,0,4.4965302e-05,0.00019278526,0,2.28759
0.020588236,0.0099999998,-0.0015,1.5126275,0.011576476,0,3.9322702e-05,0.00017019575,0,3.9322702e-05,0.00017019575,0,2.2841401
0.021568628,0.0099999998,-0.0015,1.5149375,0.011667825,0,3.5872999e-05,0.00013893975,0,3.5872999e-05,0.00013893975,0,2.2806602
0.02254902,0.0099999998,-0.0015,1.5172625,0.011743175,0,3.4812376e-05,9.9903504e-05,0,3.4812376e-05,9.9903504e-05,0,2.2771575
0.023529412,0.0099999998,-0.0015,1.5196,0.01180315,0,3.7371501e-05,5.4502751e-05,0,3.7371501e-05,5.4502751e-05,0,2.2736275
0.024509804,0.0099999998,-0.0015,1.521945,0.01184815,0,4.4240751e-05,4.5139996e-06,0,4.4240751e-05,4.5139996e-06,0,2.2700775
0.025490196,0.0099999998,-0.0015,1.5242975,0.01187835,0,5.5798126e-05,-4.8459275e-05,0,5.5798126e-05,-4.8459275e-05,0,2.266515
0.026470589,0.0099999998,-0.0015,1.526655,0.0118938,0,7.2337723e-05,-0.00010297103,0,7.2337723e-05,-0.00010297103,0,2.2629399
0.027450981,0.0099999998,-0.0015,1.5290124,0.011894476,0,9.4575124e-05,-0.00015775675,0,9.4575124e-05,-0.00015775675,0,2.2593575
0.028431373,0.0099999998,-0.0015,1.5313675,0.0118802,0,0.000121694,-0.00021156126,0,0.000121694,-0.00021156126,0,2.2557726
0.029411765,0.0099999998,-0.0015,1.53372,0.0118508,0,0.000155084,-0.00026363099,0,0.000155084,-0.00026363099,0,2.2521901
0.030392157,0.0099999998,-0.0015,1.536065,0.011806,0,0.00019617575,-0.00031322474,0,0.00019617575,-0.00031322474,0,2.2486124
0.031372551,0.0099999998,-0.0015,1.5383999,0.011745499,0,0.000242095,-0.00036012626,0,0.000242095,-0.00036012626,0,2.2450476
0.032352943,0.0099999998,-0.0015,1.54072,0.01166915,0,0.00029485649,-0.00040502651,0,0.00029485649,-0.00040502651,0,2.2414999
0.033333335,0.0099999998,-0.0015,1.54302,0.011576924,0,0.00035243825,-0.00044825999,0,0.00035243825,-0.00044825999,0,2.2379725
0.034313727,0.0099999998,-0.0015,1.5453,0.011468925,0,0.0004158635,-0.00049184525,0,0.0004158635,-0.00049184525,0,2.2344699
0.035294119,0.0099999998,-0.0015,1.5475575,0.0113454,0,0.00048823151,-0.00053799927,0,0.00048823151,-0.00053799927,0,2.2309999
0.036274511,0.0099999998,-0.0015,1.54979,0.011206757,0,0.00056691648,-0.00058836199,0,0.00056691648,-0.00058836199,0,2.2275701
0.037254903,0.0099999998,-0.0015,1.55199,0.011053492,0,0.00065262651,-0.00064542296,0,0.00065262651,-0.00064542296,0,2.2241826
0.038235296,0.0099999998,-0.0015,1.5541525,0.010886207,0,0.00074301497,-0.00071236497,0,0.00074301497,-0.00071236497,0,2.22084
0.039215688,0.0099999998,-0.0015,1.55628,0.010705647,0,0.00084610702,-0.00079317275,0,0.00084610702,-0.00079317275,0,2.21755
0.04019608,0.0099999998,-0.0015,1.5583725,0.01051263,0,0.00096208951,-0.00089066947,0,0.00096208951,-0.00089066947,0,2.2143173
0.041176472,0.0099999998,-0.0015,1.56042,0.010308092,0,0.001084765,-0.0010076937,0,0.001084765,-0.0010076937,0,2.2111449
0.042156864,0.0099999998,-0.0015,1.5624225,0.01009304,0,0.001223305,-0.0011494225,0,0.001223305,-0.0011494225,0,2.2080374
0.043137256,0.0099999998,-0.0015,1.5643826,0.0098684449,0,0.00137782,-0.001320175,0,0.00137782,-0.001320175,0,2.2049975
0.044117648,0.0099999998,-0.0015,1.5662925,0.0096353022,0,0.0015546125,-0.0015247075,0,0.0015546125,-0.0015247075,0,2.2020299
0.04509804,0.0099999998,-0.0015,1.5681475,0.009394642,0,0.0017549749,-0.001766315,0,0.0017549749,-0.001766315,0,2.1991374
0.046078432,0.0099999998,-0.0015,1.5699525,0.0091475025,0,0.0019763049,-0.0020490449,0,0.0019763049,-0.0020490449,0,2.1963224
0.047058824,0.0099999998,-0.0015,1.5717075,0.0088949371,0,0.0022302549,-0.00237922,0,0.0022302549,-0.00237922,0,2.1935849
0.048039217,0.0099999998,-0.0015,1.573405,0.0086380001,0,0.0025175975,-0.0027605051,0,0.0025175975,-0.0027605051,0,2.1909275
0.049019609,0.0099999998,-0.0015,1.57505,0.0083776247,0,0.0028419201,-0.0031990474,0,0.0028419201,-0.0031990474,0,2.188355
0.050000001,0.0099999998,-0.0015,1.5766425,0.0081144879,0,0.0032153176,-0.0037013025,0,0.0032153176,-0.0037013025,0,2.1858675
0.050980393,0.0099999998,-0.0015,1.5781775,0.00784887,0,0.003640865,-0.004274175,0,0.003640865,-0.004274175,0,2.1834626
0.051960785,0.0099999998,-0.0015,1.5796549,0.0075807576,0,0.0041216174,-0.0049259351,0,0.0041216174,-0.0049259351,0,2.1811399
0.052941177,0.0099999998,-0.0015,1.5810776,0.0073099127,0,0.0046774624,-0.0056664152,0,0.0046774624,-0.0056664152,0,2.178905
0.053921569,0.0099999998,-0.0015,1.582445,0.007035905,0,0.0053018574,-0.0065042325,0,0.0053018574,-0.0065042325,0,2.1767576
0.054901961,0.0099999998,-0.0015,1.5837525,0.0067579825,0,0.0060099899,-0.007450765,0,0.0060099899,-0.007450765,0,2.1746926
0.055882353,0.0099999998,-0.0015,1.5850024,0.0064750528,0,0.0068161227,-0.0085223727,0,0.0068161227,-0.0085223727,0,2.1727176
