#Forceandmomentcoefficients
#dragDir:(1.000000e+000.000000e+000.000000e+00)
#sideDir:(0.000000e+000.000000e+00-1.000000e+00)
#liftDir:(0.000000e+001.000000e+000.000000e+00)
#rollAxis:(1.000000e+000.000000e+000.000000e+00)
#pitchAxis:(0.000000e+000.000000e+00-1.000000e+00)
#yawAxis:(0.000000e+001.000000e+000.000000e+00)
#magUInf:1.477700e+00
#lRef:1.000000e+00
#Aref:1.000000e+00
#CofR:(0.000000e+000.000000e+000.000000e+00)
#
Time	Cd	Cd(f)	Cd(r)	Cl	Cl(f)	Cl(r)	CmPitch	CmRoll	CmYaw	Cs	Cs(f)	Cs(r)
5	1.235920e-04	6.179600e-05	6.179600e-05	5.751064e-05	2.332798e-05	3.418265e-05	-5.427334e-06	2.327528e-32	-4.720937e-31	-2.990517e-30	-1.967352e-30	-1.023165e-30
5.001	1.221757e-04	6.108784e-05	6.108784e-05	1.766855e-05	8.634100e-06	9.034445e-06	-2.001722e-07	2.392374e-32	-4.602354e-31	-2.939339e-30	-1.929905e-30	-1.009434e-30
5.002	1.197492e-04	5.987461e-05	5.987461e-05	-2.433584e-05	-6.905167e-06	-1.743067e-05	5.262751e-06	2.028008e-32	-3.999734e-31	-2.569476e-30	-1.684711e-30	-8.847646e-31
5.003	1.179152e-04	5.895759e-05	5.895759e-05	-6.469414e-05	-2.186306e-05	-4.283108e-05	1.048401e-05	1.352860e-32	-3.053982e-31	-1.961910e-30	-1.286353e-30	-6.755569e-31
5.004	1.168229e-04	5.841147e-05	5.841147e-05	-9.746647e-05	-3.403888e-05	-6.342759e-05	1.469435e-05	5.790539e-33	-2.079964e-31	-1.326463e-30	-8.712280e-31	-4.552351e-31
5.005	1.178279e-04	5.891393e-05	5.891393e-05	-1.177931e-04	-4.161204e-05	-7.618107e-05	1.728452e-05	-9.255295e-34	-1.415329e-31	-8.873182e-31	-5.851920e-31	-3.021262e-31
5.006	1.198532e-04	5.992658e-05	5.992658e-05	-1.225869e-04	-4.344898e-05	-7.913795e-05	1.784449e-05	-6.299641e-33	-1.069698e-31	-6.508505e-31	-4.323951e-31	-2.184554e-31
5.007	1.218355e-04	6.091774e-05	6.091774e-05	-1.135539e-04	-4.018185e-05	-7.337203e-05	1.659509e-05	-1.346583e-32	-5.102723e-32	-2.666544e-31	-1.843545e-31	-8.229999e-32
5.008	1.237186e-04	6.185930e-05	6.185930e-05	-9.149145e-05	-3.209596e-05	-5.939549e-05	1.364977e-05	-2.124506e-32	2.617110e-32	2.609123e-31	1.566273e-31	1.042850e-31
5.009	1.235980e-04	6.179901e-05	6.179901e-05	-5.965592e-05	-2.041021e-05	-3.924571e-05	9.417751e-06	-2.822102e-32	9.891235e-32	7.503089e-31	4.740668e-31	2.762421e-31
5.01	1.222440e-04	6.112199e-05	6.112199e-05	-1.951530e-05	-5.648646e-06	-1.386665e-05	4.109003e-06	-3.280525e-32	1.433186e-31	1.052238e-30	6.694376e-31	3.828004e-31
5.011	1.198382e-04	5.991912e-05	5.991912e-05	2.307078e-05	1.003169e-05	1.303909e-05	-1.503702e-06	-3.354025e-32	1.418706e-31	1.045579e-30	6.646601e-31	3.809188e-31
5.012	1.181208e-04	5.906038e-05	5.906038e-05	6.297752e-05	2.476898e-05	3.820854e-05	-6.719775e-06	-3.262232e-32	1.172112e-31	8.935496e-31	5.639860e-31	3.295636e-31
5.013	1.167855e-04	5.839274e-05	5.839274e-05	9.650987e-05	3.718711e-05	5.932276e-05	-1.106783e-05	-2.852966e-32	5.798687e-32	5.158101e-31	3.158919e-31	1.999182e-31
5.014	1.177929e-04	5.889647e-05	5.889647e-05	1.165657e-04	4.468971e-05	7.187604e-05	-1.359316e-05	-1.981997e-32	-4.458560e-32	-1.471780e-31	-1.181746e-31	-2.900338e-32
5.015	1.197110e-04	5.985548e-05	5.985548e-05	1.224227e-04	4.697784e-05	7.544490e-05	-1.423353e-05	-6.422451e-33	-1.873982e-31	-1.082036e-30	-7.284161e-31	-3.536197e-31
5.016	1.217124e-04	6.085621e-05	6.085621e-05	1.144199e-04	4.415099e-05	7.026895e-05	-1.305898e-05	8.452061e-33	-3.380932e-31	-2.078136e-30	-1.377161e-30	-7.009749e-31
5.017	1.237416e-04	6.187078e-05	6.187078e-05	9.263054e-05	3.622523e-05	5.640531e-05	-1.009004e-05	1.802379e-32	-4.302797e-31	-2.695029e-30	-1.777794e-30	-9.172346e-31
5.018	1.235567e-04	6.177837e-05	6.177837e-05	6.155214e-05	2.481521e-05	3.673692e-05	-5.960857e-06	2.302157e-32	-4.704895e-31	-2.978141e-30	-1.959560e-30	-1.018581e-30
5.019	1.223536e-04	6.117682e-05	6.117682e-05	2.135484e-05	9.996045e-06	1.135879e-05	-6.813726e-07	2.401061e-32	-4.627008e-31	-2.953339e-30	-1.939370e-30	-1.013969e-30
5.02	1.199715e-04	5.998576e-05	5.998576e-05	-2.159933e-05	-5.890289e-06	-1.570904e-05	4.909376e-06	2.065929e-32	-4.055623e-31	-2.604272e-30	-1.707698e-30	-8.965739e-31
5.021	1.183239e-04	5.916196e-05	5.916196e-05	-6.075443e-05	-2.039976e-05	-4.035466e-05	9.977450e-06	1.426307e-32	-3.149929e-31	-2.024455e-30	-1.327220e-30	-6.972346e-31
5.022	1.168174e-04	5.840870e-05	5.840870e-05	-9.533976e-05	-3.324801e-05	-6.209176e-05	1.442188e-05	6.408603e-33	-2.152073e-31	-1.373279e-30	-9.018466e-31	-4.714320e-31
5.023	1.177299e-04	5.886495e-05	5.886495e-05	-1.156188e-04	-4.080369e-05	-7.481516e-05	1.700573e-05	-3.491334e-34	-1.467480e-31	-9.220270e-31	-6.077615e-31	-3.142654e-31
5.024	1.195967e-04	5.979836e-05	5.979836e-05	-1.226643e-04	-4.347423e-05	-7.919010e-05	1.785794e-05	-5.738956e-33	-1.109360e-31	-6.780506e-31	-4.499613e-31	-2.280893e-31
5.025	1.217044e-04	6.085221e-05	6.085221e-05	-1.155566e-04	-4.091588e-05	-7.464075e-05	1.686243e-05	-1.287779e-32	-5.635283e-32	-3.034011e-31	-2.080534e-31	-9.534770e-32
5.026	1.237190e-04	6.185950e-05	6.185950e-05	-9.356042e-05	-3.285387e-05	-6.070655e-05	1.392634e-05	-2.073500e-32	2.087526e-32	2.250719e-31	1.334112e-31	9.166070e-32
5.027	1.235506e-04	6.177530e-05	6.177530e-05	-6.344333e-05	-2.180477e-05	-4.163855e-05	9.916890e-06	-2.782325e-32	9.479484e-32	7.225587e-31	4.560742e-31	2.664845e-31
5.028	1.224388e-04	6.121942e-05	6.121942e-05	-2.288828e-05	-6.889368e-06	-1.599891e-05	4.554770e-06	-3.262001e-32	1.418930e-31	1.042319e-30	6.630523e-31	3.792663e-31
5.029	1.200606e-04	6.003029e-05	6.003029e-05	2.059222e-05	9.118714e-06	1.147351e-05	-1.177397e-06	-3.361348e-32	1.435428e-31	1.056309e-30	6.716971e-31	3.846114e-31
5.03	1.183607e-04	5.918033e-05	5.918033e-05	5.919707e-05	2.337395e-05	3.582312e-05	-6.224585e-06	-3.289255e-32	1.211602e-31	9.187964e-31	5.805585e-31	3.382380e-31
5.031	1.168161e-04	5.840807e-05	5.840807e-05	9.458401e-05	3.647085e-05	5.811316e-05	-1.082115e-05	-2.903291e-32	6.444888e-32	5.573195e-31	3.431087e-31	2.142109e-31
5.032	1.176616e-04	5.883078e-05	5.883078e-05	1.146238e-04	4.396360e-05	7.066021e-05	-1.334831e-05	-2.074210e-32	-3.450756e-32	-8.161585e-32	-7.531549e-32	-6.300365e-33
5.033	1.194518e-04	5.972591e-05	5.972591e-05	1.225333e-04	4.700769e-05	7.552557e-05	-1.425894e-05	-7.717826e-33	-1.737958e-31	-9.924192e-31	-6.700055e-31	-3.224138e-31
5.034	1.216662e-04	6.083312e-05	6.083312e-05	1.164702e-04	4.489949e-05	7.157072e-05	-1.333561e-05	7.601295e-33	-3.298494e-31	-2.023534e-30	-1.341616e-30	-6.819177e-31
5.035	1.236137e-04	6.180686e-05	6.180686e-05	9.438053e-05	3.686323e-05	5.751731e-05	-1.032704e-05	1.748458e-32	-4.255593e-31	-2.662919e-30	-1.757019e-30	-9.059001e-31
5.036	1.234935e-04	6.174676e-05	6.174676e-05	6.489080e-05	2.604260e-05	3.884820e-05	-6.402804e-06	2.282748e-32	-4.697374e-31	-2.971357e-30	-1.955416e-30	-1.015941e-30
5.037	1.225384e-04	6.126920e-05	6.126920e-05	2.452323e-05	1.116682e-05	1.335641e-05	-1.094794e-06	2.411319e-32	-4.655023e-31	-2.969520e-30	-1.950262e-30	-1.019258e-30
5.038	1.202031e-04	6.010153e-05	6.010153e-05	-1.896486e-05	-4.913059e-06	-1.405180e-05	4.569369e-06	2.104666e-32	-4.113741e-31	-2.640627e-30	-1.731688e-30	-9.089393e-31
5.039	1.184608e-04	5.923040e-05	5.923040e-05	-5.749941e-05	-1.919286e-05	-3.830655e-05	9.556847e-06	1.491116e-32	-3.238061e-31	-2.081720e-30	-1.364666e-30	-7.170540e-31
5.04	1.169465e-04	5.847323e-05	5.847323e-05	-9.298962e-05	-3.237262e-05	-6.061701e-05	1.412219e-05	6.906537e-33	-2.211739e-31	-1.411960e-30	-9.271537e-31	-4.848060e-31
5.041	1.176227e-04	5.881137e-05	5.881137e-05	-1.136537e-04	-4.007269e-05	-7.358104e-05	1.675418e-05	4.598140e-35	-1.498179e-31	-9.425927e-31	-6.211143e-31	-3.214785e-31
5.042	1.193896e-04	5.969482e-05	5.969482e-05	-1.225894e-04	-4.344229e-05	-7.914707e-05	1.785239e-05	-5.296221e-33	-1.134328e-31	-6.954256e-31	-4.611456e-31	-2.342800e-31
5.043	1.216002e-04	6.080008e-05	6.080008e-05	-1.174673e-04	-4.161472e-05	-7.585262e-05	1.711895e-05	-1.245645e-32	-5.992726e-32	-3.282192e-31	-2.240369e-31	-1.041824e-31
5.044	1.235634e-04	6.178169e-05	6.178169e-05	-9.545175e-05	-3.354834e-05	-6.190341e-05	1.417754e-05	-2.013726e-32	1.477152e-32	1.836425e-31	1.065928e-31	7.704974e-32
5.045	1.235451e-04	6.177255e-05	6.177255e-05	-6.591588e-05	-2.271330e-05	-4.320258e-05	1.024464e-05	-2.734671e-32	8.983166e-32	6.892861e-31	4.344747e-31	2.548114e-31
5.046	1.226244e-04	6.131220e-05	6.131220e-05	-2.655009e-05	-8.236322e-06	-1.831377e-05	5.038722e-06	-3.235939e-32	1.395868e-31	1.026645e-30	6.529093e-31	3.737358e-31
5.047	1.202517e-04	6.012587e-05	6.012587e-05	1.740772e-05	7.945162e-06	9.462553e-06	-7.586954e-07	-3.363844e-32	1.446500e-31	1.063543e-30	6.764216e-31	3.871216e-31
5.048	1.184924e-04	5.924621e-05	5.924621e-05	5.615830e-05	2.225078e-05	3.390752e-05	-5.828369e-06	-3.303724e-32	1.238895e-31	9.360145e-31	5.918968e-31	3.441177e-31
5.049	1.170039e-04	5.850196e-05	5.850196e-05	9.168184e-05	3.539642e-05	5.628542e-05	-1.044450e-05	-2.929243e-32	6.866028e-32	5.840804e-31	3.607005e-31	2.233799e-31
5.05	1.175604e-04	5.878019e-05	5.878019e-05	1.128277e-04	4.329186e-05	6.953588e-05	-1.312201e-05	-2.148844e-32	-2.599509e-32	-2.642342e-32	-3.920680e-32	1.278338e-32
5.051	1.192488e-04	5.962439e-05	5.962439e-05	1.225151e-04	4.699052e-05	7.552459e-05	-1.426704e-05	-8.874616e-33	-1.616568e-31	-9.125598e-31	-6.179367e-31	-2.946231e-31
5.052	1.214621e-04	6.073104e-05	6.073104e-05	1.182009e-04	4.552708e-05	7.267386e-05	-1.357339e-05	6.659404e-33	-3.204009e-31	-1.960937e-30	-1.300869e-30	-6.600674e-31
5.053	1.234163e-04	6.170817e-05	6.170817e-05	9.636415e-05	3.758642e-05	5.877773e-05	-1.059566e-05	1.686605e-32	-4.199399e-31	-2.624749e-30	-1.732314e-30	-8.924346e-31
5.054	1.236312e-04	6.181560e-05	6.181560e-05	6.651796e-05	2.664109e-05	3.987687e-05	-6.617886e-06	2.251329e-32	-4.675753e-31	-2.955294e-30	-1.945222e-30	-1.010072e-30
5.055	1.226764e-04	6.133820e-05	6.133820e-05	2.816382e-05	1.251051e-05	1.565331e-05	-1.571399e-06	2.413971e-32	-4.673367e-31	-2.979408e-30	-1.957041e-30	-1.022367e-30
5.056	1.203402e-04	6.017009e-05	6.017009e-05	-1.544762e-05	-3.612172e-06	-1.183545e-05	4.111638e-06	2.139389e-32	-4.166739e-31	-2.673515e-30	-1.753431e-30	-9.200837e-31
5.057	1.185312e-04	5.926559e-05	5.926559e-05	-5.446808e-05	-1.806922e-05	-3.639886e-05	9.164817e-06	1.555960e-32	-3.327242e-31	-2.139677e-30	-1.402563e-30	-7.371145e-31
5.058	1.170286e-04	5.851429e-05	5.851429e-05	-9.014441e-05	-3.131525e-05	-5.882916e-05	1.375696e-05	7.407206e-33	-2.271595e-31	-1.451019e-30	-9.526691e-31	-4.983500e-31
5.059	1.173897e-04	5.869486e-05	5.869486e-05	-1.128659e-04	-3.977815e-05	-7.308773e-05	1.665479e-05	5.100875e-34	-1.537845e-31	-9.690801e-31	-6.383245e-31	-3.307556e-31
5.06	1.192116e-04	5.960579e-05	5.960579e-05	-1.224003e-04	-4.336761e-05	-7.903269e-05	1.783254e-05	-4.836431e-33	-1.163493e-31	-7.155443e-31	-4.741214e-31	-2.414229e-31
5.061	1.214159e-04	6.070795e-05	6.070795e-05	-1.185576e-04	-4.201220e-05	-7.654542e-05	1.726661e-05	-1.179926e-32	-6.550950e-32	-3.664272e-31	-2.487231e-31	-1.177041e-31
5.062	1.233019e-04	6.165095e-05	6.165095e-05	-9.741355e-05	-3.427009e-05	-6.314345e-05	1.443668e-05	-1.947834e-32	7.832332e-33	1.364606e-31	7.606262e-32	6.039795e-32
5.063	1.237247e-04	6.186237e-05	6.186237e-05	-6.798714e-05	-2.347102e-05	-4.451613e-05	1.052255e-05	-2.676145e-32	8.378570e-32	6.485983e-31	4.080849e-31	2.405135e-31
5.064	1.227533e-04	6.137664e-05	6.137664e-05	-2.967831e-05	-9.386999e-06	-2.029131e-05	5.452156e-06	-3.204493e-32	1.366667e-31	1.006609e-30	6.399711e-31	3.666377e-31
5.065	1.203676e-04	6.018382e-05	6.018382e-05	1.400792e-05	6.691782e-06	7.316135e-06	-3.121766e-07	-3.365989e-32	1.456729e-31	1.069999e-30	6.806724e-31	3.893267e-31
5.066	1.184598e-04	5.922989e-05	5.922989e-05	5.329051e-05	2.118816e-05	3.210235e-05	-5.457092e-06	-3.304682e-32	1.254815e-31	9.455447e-31	5.982539e-31	3.472908e-31
5.067	1.170188e-04	5.850940e-05	5.850940e-05	8.932425e-05	3.452068e-05	5.480357e-05	-1.014144e-05	-2.966708e-32	7.391311e-32	6.176209e-31	3.827236e-31	2.348973e-31
5.068	1.173194e-04	5.865972e-05	5.865972e-05	1.127177e-04	4.324088e-05	6.947685e-05	-1.311799e-05	-2.236768e-32	-1.625949e-32	3.685967e-32	2.170346e-33	3.468933e-32
5.069	1.191099e-04	5.955496e-05	5.955496e-05	1.221374e-04	4.684155e-05	7.529580e-05	-1.422713e-05	-1.006313e-32	-1.493077e-31	-8.314694e-31	-5.650424e-31	-2.664270e-31
5.07	1.212785e-04	6.063923e-05	6.063923e-05	1.184778e-04	4.561928e-05	7.285849e-05	-1.361961e-05	5.448929e-33	-3.081945e-31	-1.880068e-30	-1.248229e-30	-6.318395e-31
5.071	1.231149e-04	6.155745e-05	6.155745e-05	9.855660e-05	3.838498e-05	6.017162e-05	-1.089332e-05	1.624873e-32	-4.141300e-31	-2.585594e-30	-1.706927e-30	-8.786669e-31
5.072	1.237270e-04	6.186351e-05	6.186351e-05	6.929023e-05	2.766149e-05	4.162874e-05	-6.983628e-06	2.219658e-32	-4.652128e-31	-2.938113e-30	-1.934269e-30	-1.003844e-30
5.073	1.228579e-04	6.142897e-05	6.142897e-05	3.116063e-05	1.361735e-05	1.754328e-05	-1.962966e-06	2.416690e-32	-4.690242e-31	-2.988388e-30	-1.963218e-30	-1.025170e-30
5.074	1.204979e-04	6.024894e-05	6.024894e-05	-1.226347e-05	-2.434384e-06	-9.829083e-06	3.697350e-06	2.174667e-32	-4.220524e-31	-2.706959e-30	-1.775532e-30	-9.314272e-31
5.075	1.185416e-04	5.927080e-05	5.927080e-05	-5.186761e-05	-1.710597e-05	-3.476164e-05	8.827838e-06	1.606038e-32	-3.398739e-31	-2.185764e-30	-1.432756e-30	-7.530080e-31
5.076	1.170299e-04	5.851493e-05	5.851493e-05	-8.789081e-05	-3.047774e-05	-5.741307e-05	1.346766e-05	7.950647e-33	-2.337621e-31	-1.494148e-30	-9.808363e-31	-5.133122e-31
5.077	1.172533e-04	5.862665e-05	5.862665e-05	-1.126533e-04	-3.969505e-05	-7.295823e-05	1.663159e-05	1.073098e-33	-1.590644e-31	-1.004343e-30	-6.612359e-31	-3.431071e-31
5.078	1.190636e-04	5.953180e-05	5.953180e-05	-1.219584e-04	-4.319903e-05	-7.875934e-05	1.778015e-05	-4.379064e-33	-1.193606e-31	-7.361887e-31	-4.874550e-31	-2.487338e-31
5.079	1.211353e-04	6.056766e-05	6.056766e-05	-1.184208e-04	-4.195871e-05	-7.646208e-05	1.725169e-05	-1.102859e-32	-7.254544e-32	-4.142679e-31	-2.796794e-31	-1.345885e-31
5.08	1.230510e-04	6.152550e-05	6.152550e-05	-1.000389e-04	-3.523660e-05	-6.480233e-05	1.478287e-05	-1.888410e-32	1.600226e-33	9.393894e-32	4.856970e-32	4.536925e-32
5.081	1.237445e-04	6.187225e-05	6.187225e-05	-7.059888e-05	-2.443030e-05	-4.616858e-05	1.086914e-05	-2.631153e-32	7.906483e-32	6.166758e-31	3.874027e-31	2.292730e-31
5.082	1.229965e-04	6.149824e-05	6.149824e-05	-3.273666e-05	-1.051019e-05	-2.222648e-05	5.858143e-06	-3.180851e-32	1.345837e-31	9.920804e-31	6.306239e-31	3.614566e-31
5.083	1.205773e-04	6.028866e-05	6.028866e-05	1.084843e-05	5.528641e-06	5.319788e-06	1.044263e-07	-3.368664e-32	1.467810e-31	1.076981e-30	6.852715e-31	3.917095e-31
5.084	1.184895e-04	5.924473e-05	5.924473e-05	5.072099e-05	2.023709e-05	3.048390e-05	-5.123405e-06	-3.306748e-32	1.271835e-31	9.557847e-31	6.050759e-31	3.507088e-31
5.085	1.170200e-04	5.851000e-05	5.851000e-05	8.697210e-05	3.364742e-05	5.332468e-05	-9.838625e-06	-2.999016e-32	7.874162e-32	6.482924e-31	4.028878e-31	2.454046e-31
5.086	1.171734e-04	5.858668e-05	5.858668e-05	1.123955e-04	4.311257e-05	6.928288e-05	-1.308515e-05	-2.313756e-32	-7.374994e-33	9.444833e-32	3.984917e-32	5.459916e-32
5.087	1.189576e-04	5.947882e-05	5.947882e-05	1.218091e-04	4.671019e-05	7.509891e-05	-1.419436e-05	-1.113736e-32	-1.379648e-31	-7.569935e-31	-5.164615e-31	-2.405320e-31
5.088	1.209539e-04	6.047693e-05	6.047693e-05	1.184777e-04	4.560740e-05	7.287033e-05	-1.363147e-05	4.269469e-33	-2.967620e-31	-1.804298e-30	-1.198911e-30	-6.053873e-31
5.089	1.229494e-04	6.147471e-05	6.147471e-05	1.011533e-04	3.933459e-05	6.181871e-05	-1.124206e-05	1.561209e-32	-4.084171e-31	-2.547076e-30	-1.681955e-30	-8.651209e-31
5.09	1.237333e-04	6.186667e-05	6.186667e-05	7.173547e-05	2.855946e-05	4.317601e-05	-7.308278e-06	2.192417e-32	-4.635662e-31	-2.925818e-30	-1.926475e-30	-9.993429e-31
5.091	1.231108e-04	6.155539e-05	6.155539e-05	3.398681e-05	1.466213e-05	1.932468e-05	-2.331272e-06	2.420171e-32	-4.709269e-31	-2.998757e-30	-1.970305e-30	-1.028451e-30
5.092	1.207237e-04	6.036187e-05	6.036187e-05	-9.067076e-06	-1.251194e-06	-7.815882e-06	3.282344e-06	2.208630e-32	-4.273800e-31	-2.740050e-30	-1.797405e-30	-9.426452e-31
5.093	1.185197e-04	5.925987e-05	5.925987e-05	-4.927920e-05	-1.614781e-05	-3.313139e-05	8.491792e-06	1.654976e-32	-3.467955e-31	-2.230286e-30	-1.461938e-30	-7.683474e-31
5.094	1.170593e-04	5.852963e-05	5.852963e-05	-8.544097e-05	-2.956853e-05	-5.587243e-05	1.315195e-05	8.537247e-33	-2.408776e-31	-1.540961e-30	-1.011358e-30	-5.296029e-31
5.095	1.170844e-04	5.854220e-05	5.854220e-05	-1.115880e-04	-3.929707e-05	-7.229094e-05	1.649693e-05	1.542249e-33	-1.633128e-31	-1.032547e-30	-6.795865e-31	-3.529609e-31
5.096	1.189272e-04	5.946358e-05	5.946358e-05	-1.215319e-04	-4.303592e-05	-7.849602e-05	1.773005e-05	-4.060341e-33	-1.206703e-31	-7.453861e-31	-4.933633e-31	-2.520227e-31
5.097	1.208795e-04	6.043977e-05	6.043977e-05	-1.188996e-04	-4.213252e-05	-7.676713e-05	1.731731e-05	-1.031081e-32	-7.875011e-32	-4.563499e-31	-3.069250e-31	-1.494248e-31
5.098	1.229502e-04	6.147511e-05	6.147511e-05	-1.022366e-04	-3.604273e-05	-6.619390e-05	1.507559e-05	-1.822640e-32	-5.106806e-33	4.852591e-32	1.915615e-32	2.936976e-32
5.099	1.237491e-04	6.187456e-05	6.187456e-05	-7.312688e-05	-2.535858e-05	-4.776830e-05	1.120486e-05	-2.573113e-32	7.302942e-32	5.759853e-31	3.610221e-31	2.149632e-31
